scenario,sensor,impact
PJ1576X,CI1508X,90000.0
PJ1576X,CI150X,90000.0
PJ1576X,CI15X,90000.0
PJ1576X,CI1638X,90000.0
PJ1576X,CI170X,90000.0
PJ1576X,CI1786X,90000.0
PJ1576X,CI193X,90000.0
PJ1576X,CI1X,90000.0
PJ1576X,CI2,90000.0
PJ1576X,CI2056X,90000.0
PJ1576X,CI206X,90000.0
PJ1576X,CI2124X,90000.0
PJ1576X,CI2150X,90000.0
PJ1576X,CI226X,90000.0
PJ1576X,CI2274X,90000.0
PJ1576X,CI227X,90000.0
PJ1576X,CI2313X,90000.0
PJ1576X,CI248X,90000.0
PJ1576X,CI266X,10800.0
PJ1576X,CI2879X,90000.0
PJ1576X,CI2920X,90000.0
PJ1576X,CI2994X,90000.0
PJ1576X,CI3067X,90000.0
PJ1576X,CI3105X,90000.0
PJ1576X,CI3126X,90000.0
PJ1576X,CI3171X,90000.0
PJ1576X,CI3238X,90000.0
PJ1576X,CI3330X,90000.0
PJ1576X,CI333X,90000.0
PJ1576X,CI3367X,90000.0
PJ1576X,CI3386X,90000.0
PJ1576X,CI3406X,90000.0
PJ1576X,CI3449X,90000.0
PJ1576X,CI3459X,90000.0
PJ1576X,CI3462X,90000.0
PJ1576X,CI3464X,90000.0
PJ1576X,CI3465X,90000.0
PJ1576X,CI3498X,90000.0
PJ1576X,CI3499X,90000.0
PJ1576X,CI3509X,90000.0
PJ1576X,CI3512X,90000.0
PJ1576X,CI3526X,90000.0
PJ1576X,CI3540X,90000.0
PJ1576X,CI3557X,90000.0
PJ1576X,CI3560X,90000.0
PJ1576X,CI3569X,90000.0
PJ1576X,CI3581X,90000.0
PJ1576X,CI501X,90000.0
PJ1576X,CI69X,90000.0
PJ1576X,CI765X,90000.0
PJ1576X,FT150X,90000.0
PJ1576X,PJ3531X,90000.0
PJ1576X,PJ564X,90000.0
PJ1583X,1,50400.0
PJ1583X,CI1004X,90000.0
PJ1583X,CI100X,90000.0
PJ1583X,CI1074X,90000.0
PJ1583X,CI1226X,90000.0
PJ1583X,CI1277X,90000.0
PJ1583X,CI1305X,90000.0
PJ1583X,CI1360X,90000.0
PJ1583X,CI1385X,90000.0
PJ1583X,CI1479X,90000.0
PJ1583X,CI1508X,90000.0
PJ1583X,CI150X,90000.0
PJ1583X,CI15X,90000.0
PJ1583X,CI1638X,90000.0
PJ1583X,CI170X,90000.0
PJ1583X,CI1786X,90000.0
PJ1583X,CI193X,90000.0
PJ1583X,CI1X,90000.0
PJ1583X,CI2,90000.0
PJ1583X,CI2056X,90000.0
PJ1583X,CI206X,90000.0
PJ1583X,CI2124X,90000.0
PJ1583X,CI2150X,90000.0
PJ1583X,CI226X,90000.0
PJ1583X,CI2274X,90000.0
PJ1583X,CI227X,90000.0
PJ1583X,CI2313X,90000.0
PJ1583X,CI248X,90000.0
PJ1583X,CI266X,50400.0
PJ1583X,CI2879X,90000.0
PJ1583X,CI2920X,90000.0
PJ1583X,CI2994X,90000.0
PJ1583X,CI3067X,90000.0
PJ1583X,CI3105X,90000.0
PJ1583X,CI3126X,90000.0
PJ1583X,CI3171X,90000.0
PJ1583X,CI3238X,90000.0
PJ1583X,CI3330X,90000.0
PJ1583X,CI333X,90000.0
PJ1583X,CI3367X,90000.0
PJ1583X,CI3386X,90000.0
PJ1583X,CI3406X,90000.0
PJ1583X,CI3449X,90000.0
PJ1583X,CI3459X,90000.0
PJ1583X,CI3462X,90000.0
PJ1583X,CI3464X,90000.0
PJ1583X,CI3465X,90000.0
PJ1583X,CI3498X,90000.0
PJ1583X,CI3499X,90000.0
PJ1583X,CI3509X,90000.0
PJ1583X,CI3512X,90000.0
PJ1583X,CI3526X,90000.0
PJ1583X,CI3540X,90000.0
PJ1583X,CI3557X,90000.0
PJ1583X,CI3560X,90000.0
PJ1583X,CI3569X,90000.0
PJ1583X,CI3581X,90000.0
PJ1583X,CI501X,90000.0
PJ1583X,CI69X,90000.0
PJ1583X,CI765X,90000.0
PJ1583X,FT150X,90000.0
PJ1583X,PJ3531X,90000.0
PJ1583X,PJ564X,90000.0
PJ1649X,1,7200.0
PJ1649X,CI1004X,90000.0
PJ1649X,CI100X,90000.0
PJ1649X,CI1074X,90000.0
PJ1649X,CI1226X,90000.0
PJ1649X,CI1277X,90000.0
PJ1649X,CI1305X,90000.0
PJ1649X,CI1360X,90000.0
PJ1649X,CI1385X,90000.0
PJ1649X,CI1479X,7200.0
PJ1649X,CI1508X,3600.0
PJ1649X,CI150X,90000.0
PJ1649X,CI15X,90000.0
PJ1649X,CI1638X,90000.0
PJ1649X,CI170X,90000.0
PJ1649X,CI1786X,90000.0
PJ1649X,CI193X,90000.0
PJ1649X,CI1X,90000.0
PJ1649X,CI2,90000.0
PJ1649X,CI2056X,90000.0
PJ1649X,CI206X,90000.0
PJ1649X,CI2124X,90000.0
PJ1649X,CI2150X,90000.0
PJ1649X,CI226X,90000.0
PJ1649X,CI2274X,7200.0
PJ1649X,CI227X,90000.0
PJ1649X,CI2313X,90000.0
PJ1649X,CI248X,90000.0
PJ1649X,CI266X,10800.0
PJ1649X,CI2879X,90000.0
PJ1649X,CI2920X,90000.0
PJ1649X,CI2994X,90000.0
PJ1649X,CI3067X,90000.0
PJ1649X,CI3105X,90000.0
PJ1649X,CI3126X,90000.0
PJ1649X,CI3171X,90000.0
PJ1649X,CI3238X,90000.0
PJ1649X,CI3330X,90000.0
PJ1649X,CI333X,90000.0
PJ1649X,CI3367X,90000.0
PJ1649X,CI3386X,90000.0
PJ1649X,CI3406X,90000.0
PJ1649X,CI3449X,90000.0
PJ1649X,CI3459X,90000.0
PJ1649X,CI3462X,90000.0
PJ1649X,CI3464X,90000.0
PJ1649X,CI3465X,90000.0
PJ1649X,CI3498X,90000.0
PJ1649X,CI3499X,90000.0
PJ1649X,CI3509X,90000.0
PJ1649X,CI3512X,90000.0
PJ1649X,CI3526X,90000.0
PJ1649X,CI3540X,90000.0
PJ1649X,CI3557X,90000.0
PJ1649X,CI3560X,90000.0
PJ1649X,CI3569X,90000.0
PJ1649X,CI3581X,90000.0
PJ1649X,CI501X,90000.0
PJ1649X,CI69X,90000.0
PJ1649X,CI765X,90000.0
PJ1649X,FT150X,90000.0
PJ1649X,PJ3531X,90000.0
PJ1649X,PJ564X,90000.0
PJ1684X,1,50400.0
PJ1684X,CI1004X,90000.0
PJ1684X,CI100X,50400.0
PJ1684X,CI1074X,90000.0
PJ1684X,CI1226X,90000.0
PJ1684X,CI1277X,90000.0
PJ1684X,CI1305X,90000.0
PJ1684X,CI1360X,90000.0
PJ1684X,CI1385X,90000.0
PJ1684X,CI1479X,90000.0
PJ1684X,CI1508X,90000.0
PJ1684X,CI150X,90000.0
PJ1684X,CI15X,90000.0
PJ1684X,CI1638X,90000.0
PJ1684X,CI170X,90000.0
PJ1684X,CI1786X,90000.0
PJ1684X,CI193X,90000.0
PJ1684X,CI1X,90000.0
PJ1684X,CI2,90000.0
PJ1684X,CI2056X,90000.0
PJ1684X,CI206X,90000.0
PJ1684X,CI2124X,90000.0
PJ1684X,CI2150X,90000.0
PJ1684X,CI226X,90000.0
PJ1684X,CI2274X,90000.0
PJ1684X,CI227X,90000.0
PJ1684X,CI2313X,90000.0
PJ1684X,CI248X,90000.0
PJ1684X,CI266X,90000.0
PJ1684X,CI2879X,90000.0
PJ1684X,CI2920X,90000.0
PJ1684X,CI2994X,90000.0
PJ1684X,CI3067X,90000.0
PJ1684X,CI3105X,90000.0
PJ1684X,CI3126X,90000.0
PJ1684X,CI3171X,90000.0
PJ1684X,CI3238X,90000.0
PJ1684X,CI3330X,90000.0
PJ1684X,CI333X,50400.0
PJ1684X,CI3367X,90000.0
PJ1684X,CI3386X,90000.0
PJ1684X,CI3406X,90000.0
PJ1684X,CI3449X,90000.0
PJ1684X,CI3459X,90000.0
PJ1684X,CI3462X,90000.0
PJ1684X,CI3464X,90000.0
PJ1684X,CI3465X,90000.0
PJ1684X,CI3498X,90000.0
PJ1684X,CI3499X,90000.0
PJ1684X,CI3509X,90000.0
PJ1684X,CI3512X,90000.0
PJ1684X,CI3526X,90000.0
PJ1684X,CI3540X,90000.0
PJ1684X,CI3557X,90000.0
PJ1684X,CI3560X,90000.0
PJ1684X,CI3569X,90000.0
PJ1684X,CI3581X,90000.0
PJ1684X,CI501X,90000.0
PJ1684X,CI69X,90000.0
PJ1684X,CI765X,90000.0
PJ1684X,FT150X,90000.0
PJ1684X,PJ3531X,90000.0
PJ1684X,PJ564X,90000.0
PJ1692X,1,21600.0
PJ1692X,CI1004X,90000.0
PJ1692X,CI100X,18000.0
PJ1692X,CI1074X,90000.0
PJ1692X,CI1226X,90000.0
PJ1692X,CI1277X,90000.0
PJ1692X,CI1305X,90000.0
PJ1692X,CI1360X,90000.0
PJ1692X,CI1385X,90000.0
PJ1692X,CI1479X,90000.0
PJ1692X,CI1508X,90000.0
PJ1692X,CI150X,90000.0
PJ1692X,CI15X,90000.0
PJ1692X,CI1638X,90000.0
PJ1692X,CI170X,90000.0
PJ1692X,CI1786X,90000.0
PJ1692X,CI193X,90000.0
PJ1692X,CI1X,90000.0
PJ1692X,CI2,90000.0
PJ1692X,CI2056X,90000.0
PJ1692X,CI206X,90000.0
PJ1692X,CI2124X,90000.0
PJ1692X,CI2150X,90000.0
PJ1692X,CI226X,90000.0
PJ1692X,CI2274X,90000.0
PJ1692X,CI227X,90000.0
PJ1692X,CI2313X,90000.0
PJ1692X,CI248X,90000.0
PJ1692X,CI266X,90000.0
PJ1692X,CI2879X,90000.0
PJ1692X,CI2920X,90000.0
PJ1692X,CI2994X,90000.0
PJ1692X,CI3067X,90000.0
PJ1692X,CI3105X,90000.0
PJ1692X,CI3126X,90000.0
PJ1692X,CI3171X,90000.0
PJ1692X,CI3238X,90000.0
PJ1692X,CI3330X,90000.0
PJ1692X,CI333X,18000.0
PJ1692X,CI3367X,90000.0
PJ1692X,CI3386X,90000.0
PJ1692X,CI3406X,90000.0
PJ1692X,CI3449X,90000.0
PJ1692X,CI3459X,90000.0
PJ1692X,CI3462X,90000.0
PJ1692X,CI3464X,90000.0
PJ1692X,CI3465X,90000.0
PJ1692X,CI3498X,90000.0
PJ1692X,CI3499X,90000.0
PJ1692X,CI3509X,90000.0
PJ1692X,CI3512X,90000.0
PJ1692X,CI3526X,90000.0
PJ1692X,CI3540X,90000.0
PJ1692X,CI3557X,90000.0
PJ1692X,CI3560X,90000.0
PJ1692X,CI3569X,90000.0
PJ1692X,CI3581X,90000.0
PJ1692X,CI501X,90000.0
PJ1692X,CI69X,90000.0
PJ1692X,CI765X,90000.0
PJ1692X,FT150X,90000.0
PJ1692X,PJ3531X,90000.0
PJ1692X,PJ564X,90000.0
PJ1698X,1,28800.0
PJ1698X,CI1004X,90000.0
PJ1698X,CI100X,28800.0
PJ1698X,CI1074X,90000.0
PJ1698X,CI1226X,90000.0
PJ1698X,CI1277X,90000.0
PJ1698X,CI1305X,90000.0
PJ1698X,CI1360X,90000.0
PJ1698X,CI1385X,90000.0
PJ1698X,CI1479X,90000.0
PJ1698X,CI1508X,90000.0
PJ1698X,CI150X,90000.0
PJ1698X,CI15X,90000.0
PJ1698X,CI1638X,90000.0
PJ1698X,CI170X,90000.0
PJ1698X,CI1786X,90000.0
PJ1698X,CI193X,90000.0
PJ1698X,CI1X,90000.0
PJ1698X,CI2,90000.0
PJ1698X,CI2056X,90000.0
PJ1698X,CI206X,90000.0
PJ1698X,CI2124X,90000.0
PJ1698X,CI2150X,90000.0
PJ1698X,CI226X,90000.0
PJ1698X,CI2274X,90000.0
PJ1698X,CI227X,90000.0
PJ1698X,CI2313X,90000.0
PJ1698X,CI248X,90000.0
PJ1698X,CI266X,90000.0
PJ1698X,CI2879X,90000.0
PJ1698X,CI2920X,90000.0
PJ1698X,CI2994X,90000.0
PJ1698X,CI3067X,90000.0
PJ1698X,CI3105X,90000.0
PJ1698X,CI3126X,90000.0
PJ1698X,CI3171X,90000.0
PJ1698X,CI3238X,90000.0
PJ1698X,CI3330X,90000.0
PJ1698X,CI333X,28800.0
PJ1698X,CI3367X,90000.0
PJ1698X,CI3386X,90000.0
PJ1698X,CI3406X,90000.0
PJ1698X,CI3449X,90000.0
PJ1698X,CI3459X,90000.0
PJ1698X,CI3462X,90000.0
PJ1698X,CI3464X,90000.0
PJ1698X,CI3465X,90000.0
PJ1698X,CI3498X,90000.0
PJ1698X,CI3499X,90000.0
PJ1698X,CI3509X,90000.0
PJ1698X,CI3512X,90000.0
PJ1698X,CI3526X,90000.0
PJ1698X,CI3540X,90000.0
PJ1698X,CI3557X,90000.0
PJ1698X,CI3560X,90000.0
PJ1698X,CI3569X,90000.0
PJ1698X,CI3581X,90000.0
PJ1698X,CI501X,90000.0
PJ1698X,CI69X,90000.0
PJ1698X,CI765X,90000.0
PJ1698X,FT150X,90000.0
PJ1698X,PJ3531X,90000.0
PJ1698X,PJ564X,90000.0
PJ169X,1,57600.0
PJ169X,CI1004X,90000.0
PJ169X,CI100X,57600.0
PJ169X,CI1074X,90000.0
PJ169X,CI1226X,90000.0
PJ169X,CI1277X,90000.0
PJ169X,CI1305X,90000.0
PJ169X,CI1360X,90000.0
PJ169X,CI1385X,90000.0
PJ169X,CI1479X,90000.0
PJ169X,CI1508X,90000.0
PJ169X,CI150X,7200.0
PJ169X,CI15X,90000.0
PJ169X,CI1638X,90000.0
PJ169X,CI170X,90000.0
PJ169X,CI1786X,90000.0
PJ169X,CI193X,90000.0
PJ169X,CI1X,57600.0
PJ169X,CI2,90000.0
PJ169X,CI2056X,90000.0
PJ169X,CI206X,90000.0
PJ169X,CI2124X,90000.0
PJ169X,CI2150X,90000.0
PJ169X,CI226X,90000.0
PJ169X,CI2274X,90000.0
PJ169X,CI227X,90000.0
PJ169X,CI2313X,90000.0
PJ169X,CI248X,90000.0
PJ169X,CI266X,90000.0
PJ169X,CI2879X,90000.0
PJ169X,CI2920X,90000.0
PJ169X,CI2994X,90000.0
PJ169X,CI3067X,90000.0
PJ169X,CI3105X,90000.0
PJ169X,CI3126X,90000.0
PJ169X,CI3171X,90000.0
PJ169X,CI3238X,90000.0
PJ169X,CI3330X,90000.0
PJ169X,CI333X,57600.0
PJ169X,CI3367X,90000.0
PJ169X,CI3386X,90000.0
PJ169X,CI3406X,90000.0
PJ169X,CI3449X,57600.0
PJ169X,CI3459X,90000.0
PJ169X,CI3462X,90000.0
PJ169X,CI3464X,90000.0
PJ169X,CI3465X,90000.0
PJ169X,CI3498X,90000.0
PJ169X,CI3499X,90000.0
PJ169X,CI3509X,90000.0
PJ169X,CI3512X,90000.0
PJ169X,CI3526X,90000.0
PJ169X,CI3540X,90000.0
PJ169X,CI3557X,90000.0
PJ169X,CI3560X,90000.0
PJ169X,CI3569X,90000.0
PJ169X,CI3581X,90000.0
PJ169X,CI501X,90000.0
PJ169X,CI69X,90000.0
PJ169X,CI765X,90000.0
PJ169X,FT150X,90000.0
PJ169X,PJ3531X,90000.0
PJ169X,PJ564X,90000.0
PJ172X,1,75600.0
PJ172X,CI1004X,90000.0
PJ172X,CI100X,90000.0
PJ172X,CI1074X,90000.0
PJ172X,CI1226X,90000.0
PJ172X,CI1277X,90000.0
PJ172X,CI1305X,90000.0
PJ172X,CI1360X,14400.0
PJ172X,CI1385X,21600.0
PJ172X,CI1479X,90000.0
PJ172X,CI1508X,90000.0
PJ172X,CI150X,90000.0
PJ172X,CI15X,90000.0
PJ172X,CI1638X,90000.0
PJ172X,CI170X,3600.0
PJ172X,CI1786X,90000.0
PJ172X,CI193X,90000.0
PJ172X,CI1X,90000.0
PJ172X,CI2,90000.0
PJ172X,CI2056X,90000.0
PJ172X,CI206X,75600.0
PJ172X,CI2124X,90000.0
PJ172X,CI2150X,21600.0
PJ172X,CI226X,90000.0
PJ172X,CI2274X,90000.0
PJ172X,CI227X,90000.0
PJ172X,CI2313X,90000.0
PJ172X,CI248X,75600.0
PJ172X,CI266X,90000.0
PJ172X,CI2879X,90000.0
PJ172X,CI2920X,90000.0
PJ172X,CI2994X,90000.0
PJ172X,CI3067X,90000.0
PJ172X,CI3105X,90000.0
PJ172X,CI3126X,90000.0
PJ172X,CI3171X,90000.0
PJ172X,CI3238X,90000.0
PJ172X,CI3330X,90000.0
PJ172X,CI333X,90000.0
PJ172X,CI3367X,90000.0
PJ172X,CI3386X,90000.0
PJ172X,CI3406X,90000.0
PJ172X,CI3449X,90000.0
PJ172X,CI3459X,90000.0
PJ172X,CI3462X,90000.0
PJ172X,CI3464X,90000.0
PJ172X,CI3465X,90000.0
PJ172X,CI3498X,90000.0
PJ172X,CI3499X,90000.0
PJ172X,CI3509X,90000.0
PJ172X,CI3512X,90000.0
PJ172X,CI3526X,90000.0
PJ172X,CI3540X,21600.0
PJ172X,CI3557X,90000.0
PJ172X,CI3560X,90000.0
PJ172X,CI3569X,90000.0
PJ172X,CI3581X,21600.0
PJ172X,CI501X,90000.0
PJ172X,CI69X,90000.0
PJ172X,CI765X,90000.0
PJ172X,FT150X,90000.0
PJ172X,PJ3531X,90000.0
PJ172X,PJ564X,90000.0
PJ1741X,1,25200.0
PJ1741X,CI1004X,90000.0
PJ1741X,CI100X,25200.0
PJ1741X,CI1074X,90000.0
PJ1741X,CI1226X,90000.0
PJ1741X,CI1277X,90000.0
PJ1741X,CI1305X,90000.0
PJ1741X,CI1360X,90000.0
PJ1741X,CI1385X,90000.0
PJ1741X,CI1479X,90000.0
PJ1741X,CI1508X,90000.0
PJ1741X,CI150X,90000.0
PJ1741X,CI15X,90000.0
PJ1741X,CI1638X,90000.0
PJ1741X,CI170X,90000.0
PJ1741X,CI1786X,90000.0
PJ1741X,CI193X,90000.0
PJ1741X,CI1X,90000.0
PJ1741X,CI2,90000.0
PJ1741X,CI2056X,90000.0
PJ1741X,CI206X,90000.0
PJ1741X,CI2124X,90000.0
PJ1741X,CI2150X,90000.0
PJ1741X,CI226X,90000.0
PJ1741X,CI2274X,90000.0
PJ1741X,CI227X,90000.0
PJ1741X,CI2313X,90000.0
PJ1741X,CI248X,90000.0
PJ1741X,CI266X,90000.0
PJ1741X,CI2879X,90000.0
PJ1741X,CI2920X,90000.0
PJ1741X,CI2994X,90000.0
PJ1741X,CI3067X,90000.0
PJ1741X,CI3105X,90000.0
PJ1741X,CI3126X,90000.0
PJ1741X,CI3171X,90000.0
PJ1741X,CI3238X,90000.0
PJ1741X,CI3330X,90000.0
PJ1741X,CI333X,25200.0
PJ1741X,CI3367X,90000.0
PJ1741X,CI3386X,90000.0
PJ1741X,CI3406X,90000.0
PJ1741X,CI3449X,90000.0
PJ1741X,CI3459X,90000.0
PJ1741X,CI3462X,90000.0
PJ1741X,CI3464X,90000.0
PJ1741X,CI3465X,90000.0
PJ1741X,CI3498X,90000.0
PJ1741X,CI3499X,90000.0
PJ1741X,CI3509X,90000.0
PJ1741X,CI3512X,90000.0
PJ1741X,CI3526X,90000.0
PJ1741X,CI3540X,90000.0
PJ1741X,CI3557X,90000.0
PJ1741X,CI3560X,90000.0
PJ1741X,CI3569X,90000.0
PJ1741X,CI3581X,90000.0
PJ1741X,CI501X,90000.0
PJ1741X,CI69X,90000.0
PJ1741X,CI765X,90000.0
PJ1741X,FT150X,90000.0
PJ1741X,PJ3531X,90000.0
PJ1741X,PJ564X,90000.0
PJ1788X,1,32400.0
PJ1788X,CI1004X,90000.0
PJ1788X,CI100X,90000.0
PJ1788X,CI1074X,90000.0
PJ1788X,CI1226X,90000.0
PJ1788X,CI1277X,90000.0
PJ1788X,CI1305X,90000.0
PJ1788X,CI1360X,90000.0
PJ1788X,CI1385X,90000.0
PJ1788X,CI1479X,32400.0
PJ1788X,CI1508X,90000.0
PJ1788X,CI150X,90000.0
PJ1788X,CI15X,90000.0
PJ1788X,CI1638X,32400.0
PJ1788X,CI170X,90000.0
PJ1788X,CI1786X,90000.0
PJ1788X,CI193X,90000.0
PJ1788X,CI1X,90000.0
PJ1788X,CI2,90000.0
PJ1788X,CI2056X,90000.0
PJ1788X,CI206X,90000.0
PJ1788X,CI2124X,90000.0
PJ1788X,CI2150X,90000.0
PJ1788X,CI226X,90000.0
PJ1788X,CI2274X,32400.0
PJ1788X,CI227X,90000.0
PJ1788X,CI2313X,90000.0
PJ1788X,CI248X,90000.0
PJ1788X,CI266X,43200.0
PJ1788X,CI2879X,90000.0
PJ1788X,CI2920X,90000.0
PJ1788X,CI2994X,90000.0
PJ1788X,CI3067X,90000.0
PJ1788X,CI3105X,90000.0
PJ1788X,CI3126X,90000.0
PJ1788X,CI3171X,90000.0
PJ1788X,CI3238X,90000.0
PJ1788X,CI3330X,90000.0
PJ1788X,CI333X,43200.0
PJ1788X,CI3367X,90000.0
PJ1788X,CI3386X,90000.0
PJ1788X,CI3406X,90000.0
PJ1788X,CI3449X,90000.0
PJ1788X,CI3459X,90000.0
PJ1788X,CI3462X,90000.0
PJ1788X,CI3464X,90000.0
PJ1788X,CI3465X,90000.0
PJ1788X,CI3498X,90000.0
PJ1788X,CI3499X,90000.0
PJ1788X,CI3509X,90000.0
PJ1788X,CI3512X,90000.0
PJ1788X,CI3526X,90000.0
PJ1788X,CI3540X,90000.0
PJ1788X,CI3557X,90000.0
PJ1788X,CI3560X,90000.0
PJ1788X,CI3569X,90000.0
PJ1788X,CI3581X,90000.0
PJ1788X,CI501X,90000.0
PJ1788X,CI69X,90000.0
PJ1788X,CI765X,32400.0
PJ1788X,FT150X,90000.0
PJ1788X,PJ3531X,90000.0
PJ1788X,PJ564X,90000.0
PJ1873X,1,25200.0
PJ1873X,CI1004X,90000.0
PJ1873X,CI100X,90000.0
PJ1873X,CI1074X,90000.0
PJ1873X,CI1226X,90000.0
PJ1873X,CI1277X,90000.0
PJ1873X,CI1305X,90000.0
PJ1873X,CI1360X,90000.0
PJ1873X,CI1385X,90000.0
PJ1873X,CI1479X,25200.0
PJ1873X,CI1508X,90000.0
PJ1873X,CI150X,90000.0
PJ1873X,CI15X,90000.0
PJ1873X,CI1638X,25200.0
PJ1873X,CI170X,90000.0
PJ1873X,CI1786X,90000.0
PJ1873X,CI193X,90000.0
PJ1873X,CI1X,90000.0
PJ1873X,CI2,90000.0
PJ1873X,CI2056X,90000.0
PJ1873X,CI206X,90000.0
PJ1873X,CI2124X,90000.0
PJ1873X,CI2150X,90000.0
PJ1873X,CI226X,90000.0
PJ1873X,CI2274X,25200.0
PJ1873X,CI227X,90000.0
PJ1873X,CI2313X,90000.0
PJ1873X,CI248X,90000.0
PJ1873X,CI266X,68400.0
PJ1873X,CI2879X,90000.0
PJ1873X,CI2920X,90000.0
PJ1873X,CI2994X,90000.0
PJ1873X,CI3067X,90000.0
PJ1873X,CI3105X,90000.0
PJ1873X,CI3126X,90000.0
PJ1873X,CI3171X,90000.0
PJ1873X,CI3238X,90000.0
PJ1873X,CI3330X,90000.0
PJ1873X,CI333X,25200.0
PJ1873X,CI3367X,90000.0
PJ1873X,CI3386X,90000.0
PJ1873X,CI3406X,90000.0
PJ1873X,CI3449X,90000.0
PJ1873X,CI3459X,90000.0
PJ1873X,CI3462X,90000.0
PJ1873X,CI3464X,90000.0
PJ1873X,CI3465X,90000.0
PJ1873X,CI3498X,90000.0
PJ1873X,CI3499X,90000.0
PJ1873X,CI3509X,90000.0
PJ1873X,CI3512X,90000.0
PJ1873X,CI3526X,90000.0
PJ1873X,CI3540X,90000.0
PJ1873X,CI3557X,90000.0
PJ1873X,CI3560X,90000.0
PJ1873X,CI3569X,90000.0
PJ1873X,CI3581X,90000.0
PJ1873X,CI501X,90000.0
PJ1873X,CI69X,90000.0
PJ1873X,CI765X,25200.0
PJ1873X,FT150X,90000.0
PJ1873X,PJ3531X,90000.0
PJ1873X,PJ564X,90000.0
PJ1899X,1,10800.0
PJ1899X,CI1004X,90000.0
PJ1899X,CI100X,10800.0
PJ1899X,CI1074X,90000.0
PJ1899X,CI1226X,90000.0
PJ1899X,CI1277X,90000.0
PJ1899X,CI1305X,90000.0
PJ1899X,CI1360X,90000.0
PJ1899X,CI1385X,90000.0
PJ1899X,CI1479X,90000.0
PJ1899X,CI1508X,90000.0
PJ1899X,CI150X,90000.0
PJ1899X,CI15X,90000.0
PJ1899X,CI1638X,10800.0
PJ1899X,CI170X,90000.0
PJ1899X,CI1786X,90000.0
PJ1899X,CI193X,90000.0
PJ1899X,CI1X,90000.0
PJ1899X,CI2,90000.0
PJ1899X,CI2056X,90000.0
PJ1899X,CI206X,90000.0
PJ1899X,CI2124X,90000.0
PJ1899X,CI2150X,90000.0
PJ1899X,CI226X,90000.0
PJ1899X,CI2274X,90000.0
PJ1899X,CI227X,90000.0
PJ1899X,CI2313X,90000.0
PJ1899X,CI248X,90000.0
PJ1899X,CI266X,90000.0
PJ1899X,CI2879X,90000.0
PJ1899X,CI2920X,90000.0
PJ1899X,CI2994X,90000.0
PJ1899X,CI3067X,90000.0
PJ1899X,CI3105X,90000.0
PJ1899X,CI3126X,90000.0
PJ1899X,CI3171X,90000.0
PJ1899X,CI3238X,90000.0
PJ1899X,CI3330X,90000.0
PJ1899X,CI333X,7200.0
PJ1899X,CI3367X,90000.0
PJ1899X,CI3386X,90000.0
PJ1899X,CI3406X,90000.0
PJ1899X,CI3449X,90000.0
PJ1899X,CI3459X,90000.0
PJ1899X,CI3462X,90000.0
PJ1899X,CI3464X,90000.0
PJ1899X,CI3465X,90000.0
PJ1899X,CI3498X,90000.0
PJ1899X,CI3499X,90000.0
PJ1899X,CI3509X,90000.0
PJ1899X,CI3512X,90000.0
PJ1899X,CI3526X,90000.0
PJ1899X,CI3540X,90000.0
PJ1899X,CI3557X,90000.0
PJ1899X,CI3560X,90000.0
PJ1899X,CI3569X,90000.0
PJ1899X,CI3581X,90000.0
PJ1899X,CI501X,90000.0
PJ1899X,CI69X,90000.0
PJ1899X,CI765X,10800.0
PJ1899X,FT150X,90000.0
PJ1899X,PJ3531X,90000.0
PJ1899X,PJ564X,90000.0
PJ1938X,1,36000.0
PJ1938X,CI1004X,90000.0
PJ1938X,CI100X,36000.0
PJ1938X,CI1074X,90000.0
PJ1938X,CI1226X,90000.0
PJ1938X,CI1277X,90000.0
PJ1938X,CI1305X,90000.0
PJ1938X,CI1360X,90000.0
PJ1938X,CI1385X,90000.0
PJ1938X,CI1479X,90000.0
PJ1938X,CI1508X,90000.0
PJ1938X,CI150X,90000.0
PJ1938X,CI15X,90000.0
PJ1938X,CI1638X,90000.0
PJ1938X,CI170X,90000.0
PJ1938X,CI1786X,90000.0
PJ1938X,CI193X,90000.0
PJ1938X,CI1X,90000.0
PJ1938X,CI2,90000.0
PJ1938X,CI2056X,90000.0
PJ1938X,CI206X,90000.0
PJ1938X,CI2124X,90000.0
PJ1938X,CI2150X,90000.0
PJ1938X,CI226X,90000.0
PJ1938X,CI2274X,90000.0
PJ1938X,CI227X,90000.0
PJ1938X,CI2313X,90000.0
PJ1938X,CI248X,90000.0
PJ1938X,CI266X,90000.0
PJ1938X,CI2879X,90000.0
PJ1938X,CI2920X,90000.0
PJ1938X,CI2994X,90000.0
PJ1938X,CI3067X,90000.0
PJ1938X,CI3105X,90000.0
PJ1938X,CI3126X,90000.0
PJ1938X,CI3171X,90000.0
PJ1938X,CI3238X,90000.0
PJ1938X,CI3330X,90000.0
PJ1938X,CI333X,32400.0
PJ1938X,CI3367X,90000.0
PJ1938X,CI3386X,90000.0
PJ1938X,CI3406X,90000.0
PJ1938X,CI3449X,90000.0
PJ1938X,CI3459X,90000.0
PJ1938X,CI3462X,90000.0
PJ1938X,CI3464X,90000.0
PJ1938X,CI3465X,90000.0
PJ1938X,CI3498X,90000.0
PJ1938X,CI3499X,90000.0
PJ1938X,CI3509X,90000.0
PJ1938X,CI3512X,90000.0
PJ1938X,CI3526X,90000.0
